tenantid,propertyid,tenant_name,contact_number,email,move_in_date,blockid,estateid,patchid,property_age_years,propertytype_x,tenancy_start_date,tenancy_type,household_size,vulnerability_flag,disability_flag,income_band,age_of_tenant,housing_need_type,support_plan_flag,benefit_status,preferred_contact_method,last_contact_date,preferred_language,complaints_made,propertytype_y,epc_rating,asbestos_high_risk,is_void,repair_related_contacts,num_delayed_repairs,simulated_satisfaction
316,286,Tenant 316,7555059083,tenant316@example.com,2019-12-09 08:40:37.450611,19.0,,3,47,Flat,2017-12-16,Secure,3,False,True,£25k–£40k,72,General Needs,False,Full Housing Benefit,Text,2020-03-19,English,0,Flat,B,False,False,0.0,0,3.6
317,412,Tenant 317,7474423649,tenant317@example.com,2019-01-05 08:40:37.450614,22.0,,8,71,Flat,2022-10-21,Assured Shorthold,1,False,False,£25k–£40k,43,Domestic Abuse,False,Full Housing Benefit,Post,2024-08-14,English,0,Flat,F,False,True,1.0,2,3.0
318,108,Tenant 318,7370581558,tenant318@example.com,2021-09-18 08:40:37.450616,11.0,6.0,4,49,Flat,2021-09-23,License,2,False,False,£25k–£40k,23,Overcrowded,False,Partial,Post,2024-12-31,Urdu,0,Flat,E,False,False,3.0,4,3.4
319,371,Tenant 319,7601113183,tenant319@example.com,2020-10-09 08:40:37.450620,20.0,,4,29,House,2022-02-06,Assured Shorthold,1,False,False,£40k+,21,Overcrowded,False,Partial,Text,2024-12-31,English,0,House,C,False,False,2.0,3,4.5
320,326,Tenant 320,7827133833,tenant320@example.com,2018-04-28 08:40:37.450623,19.0,,6,47,Flat,2018-11-25,Secure,1,True,False,£15k–£25k,46,Overcrowded,False,Full Housing Benefit,Post,2019-01-22,English,0,Flat,E,False,False,1.0,4,3.6
321,134,Tenant 321,7985097007,tenant321@example.com,2017-03-02 08:40:37.450625,9.0,5.0,5,103,Flat,2016-06-13,Assured Shorthold,1,False,False,£15k–£25k,76,General Needs,True,None,Email,2019-10-14,Urdu,0,Flat,C,False,False,0.0,3,4.1
322,453,Tenant 322,7526439295,tenant322@example.com,2017-08-09 08:40:37.450628,,,6,73,Flat,2020-11-16,Secure,3,False,False,£15k–£25k,34,General Needs,False,Full Housing Benefit,Email,2024-11-30,English,2,Flat,D,False,False,1.0,3,3.7
323,45,Tenant 323,7209856785,tenant323@example.com,2024-01-29 08:40:37.450631,8.0,4.0,4,15,House,2018-03-18,Secure,2,False,False,£15k–£25k,60,General Needs,True,Partial,Email,2019-03-21,English,0,House,C,False,False,1.0,1,4.3
324,461,Tenant 324,7649233665,tenant324@example.com,2016-09-24 08:40:37.450634,,,2,73,House,2023-04-10,Secure,3,False,False,£15k–£25k,83,Overcrowded,False,None,Text,2024-12-31,English,1,House,C,False,False,0.0,1,4.8
325,66,Tenant 325,7501826151,tenant325@example.com,2017-11-12 08:40:37.450636,14.0,9.0,2,24,House,2016-01-01,Secure,1,False,False,£25k–£40k,51,General Needs,False,Partial,Post,2020-03-29,English,0,House,D,False,False,0.0,3,2.9
326,284,Tenant 326,7795078308,tenant326@example.com,2017-07-02 08:40:37.450639,21.0,,7,74,Flat,2021-04-09,Secure,2,False,True,£15k–£25k,25,General Needs,True,Partial,Post,2024-12-31,English,1,Flat,C,False,False,0.0,1,4.7
327,86,Tenant 327,7753962570,tenant327@example.com,2020-12-28 08:40:37.450642,17.0,10.0,3,25,Flat,2016-02-16,Secure,2,False,True,£15k–£25k,30,General Needs,False,Full Housing Benefit,Phone,2019-12-12,Polish,2,Flat,C,False,False,0.0,1,3.2
328,243,Tenant 328,7420486085,tenant328@example.com,2016-06-26 08:40:37.450644,22.0,,4,71,House,2018-11-18,Assured Shorthold,3,False,False,<£15k,25,General Needs,False,Full Housing Benefit,Phone,2020-04-30,English,0,House,F,False,False,0.0,1,3.9
329,187,Tenant 329,7216076355,tenant329@example.com,2018-10-04 08:40:37.450647,8.0,4.0,2,15,Flat,2015-06-19,Secure,2,False,False,£15k–£25k,82,Domestic Abuse,False,None,Post,2020-02-23,English,0,Flat,E,False,False,1.0,3,4.6
330,384,Tenant 330,7168544512,tenant330@example.com,2020-05-22 08:40:37.450649,21.0,,5,74,Flat,2015-10-31,Secure,3,True,False,<£15k,60,Overcrowded,False,Partial,Post,2017-04-23,English,2,Flat,F,False,False,0.0,2,3.9
331,160,Tenant 331,7396871629,tenant331@example.com,2016-12-23 08:40:37.450652,1.0,1.0,4,66,House,2019-11-27,Introductory,4,False,False,£25k–£40k,56,Domestic Abuse,False,None,Post,2023-09-07,English,0,House,E,False,False,0.0,4,3.8
332,13,Tenant 332,7449113269,tenant332@example.com,2021-01-20 08:40:37.450655,17.0,10.0,3,25,Flat,2016-09-02,Assured Shorthold,3,False,False,£15k–£25k,76,General Needs,False,Full Housing Benefit,Text,2017-05-06,Other,2,Flat,E,False,False,0.0,3,4.5
333,36,Tenant 333,7380404354,tenant333@example.com,2016-10-20 08:40:37.450658,13.0,8.0,5,37,Flat,2018-05-03,Assured Shorthold,1,False,False,<£15k,61,Homeless,False,Full Housing Benefit,Post,2022-01-16,English,2,Flat,E,False,False,8.0,3,3.2
334,29,Tenant 334,7863531123,tenant334@example.com,2016-11-08 08:40:37.450661,8.0,4.0,8,15,Flat,2021-05-08,Secure,1,False,False,<£15k,26,Homeless,False,Full Housing Benefit,Phone,2024-08-05,English,0,Flat,D,False,True,0.0,1,3.9
335,171,Tenant 335,7420824516,tenant335@example.com,2022-01-18 08:40:37.450664,4.0,2.0,8,51,Flat,2023-05-29,Secure,4,False,False,£15k–£25k,54,Homeless,False,Partial,Text,2024-12-31,Somali,0,Flat,D,False,False,1.0,1,4.1
336,143,Tenant 336,7260985353,tenant336@example.com,2018-05-12 08:40:37.450667,12.0,7.0,4,80,House,2018-06-28,Secure,1,False,False,£15k–£25k,53,Homeless,False,Full Housing Benefit,Post,2022-01-23,English,0,House,D,False,False,1.0,2,3.5
337,399,Tenant 337,7921921869,tenant337@example.com,2021-06-19 08:40:37.450670,18.0,,8,47,Flat,2018-10-04,Secure,4,False,False,£15k–£25k,45,General Needs,False,None,Phone,2022-10-11,English,0,Flat,E,False,False,0.0,3,3.5
338,343,Tenant 338,7160961339,tenant338@example.com,2017-06-07 08:40:37.450673,19.0,,3,47,Block of Flats,2015-10-10,Secure,2,False,False,<£15k,59,General Needs,False,Partial,Text,2017-01-26,English,0,Block of Flats,C,False,False,2.0,2,3.8
339,222,Tenant 339,7533897383,tenant339@example.com,2016-10-02 08:40:37.450677,4.0,2.0,3,51,House,2019-11-13,Secure,4,True,False,£15k–£25k,60,Move-on,False,None,Post,2022-05-06,English,3,House,D,False,False,1.0,1,3.6
340,96,Tenant 340,7443152572,tenant340@example.com,2016-07-11 08:40:37.450680,8.0,4.0,6,15,Flat,2022-10-17,Secure,3,False,False,£15k–£25k,59,Homeless,False,Full Housing Benefit,Post,2024-12-31,English,0,Flat,D,False,False,3.0,2,3.9
341,52,Tenant 341,7250248163,tenant341@example.com,2016-01-27 08:40:37.450683,15.0,9.0,6,23,Flat,2022-11-27,Secure,5,False,False,£15k–£25k,83,Move-on,False,None,Post,2023-06-11,English,0,Flat,E,False,False,0.0,3,3.7
342,241,Tenant 342,7127332385,tenant342@example.com,2016-10-23 08:40:37.450687,20.0,,2,29,House,2019-12-31,Assured Shorthold,2,False,False,£15k–£25k,72,Move-on,False,None,Text,2020-04-29,Polish,1,House,F,False,False,1.0,2,4.0
343,485,Tenant 343,7634050001,tenant343@example.com,2020-11-05 08:40:37.450690,,,5,73,House,2020-07-23,Secure,3,False,False,£15k–£25k,65,Overcrowded,False,None,Phone,2022-08-05,English,1,House,D,False,False,3.0,2,2.9
344,379,Tenant 344,7378556835,tenant344@example.com,2019-06-20 08:40:37.450693,22.0,,2,71,Flat,2020-07-21,Secure,2,False,False,<£15k,39,Domestic Abuse,False,None,Phone,2024-11-21,English,2,Flat,E,False,False,0.0,3,3.6
345,179,Tenant 345,7534434754,tenant345@example.com,2019-10-22 08:40:37.450696,17.0,10.0,1,25,House,2024-03-24,Assured Shorthold,2,False,False,£40k+,44,Domestic Abuse,True,None,Email,2024-05-31,English,1,House,F,False,False,1.0,3,3.3
346,42,Tenant 346,7891060070,tenant346@example.com,2023-10-07 08:40:37.450698,1.0,1.0,7,66,Flat,2023-10-26,Assured Shorthold,3,False,False,£15k–£25k,84,General Needs,False,Partial,Post,2024-12-31,English,0,Flat,D,False,False,3.0,2,3.8
347,499,Tenant 347,7726016935,tenant347@example.com,2016-03-21 08:40:37.450701,,,1,73,Flat,2015-06-25,Secure,4,False,False,£15k–£25k,30,General Needs,False,Full Housing Benefit,Email,2019-08-07,Arabic,1,Flat,G,False,False,0.0,0,4.0
348,422,Tenant 348,7714225883,tenant348@example.com,2022-01-12 08:40:37.450704,22.0,,2,71,Flat,2015-10-18,Introductory,5,False,False,<£15k,62,Homeless,False,Full Housing Benefit,Email,2016-05-07,English,1,Flat,E,True,False,1.0,2,3.4
349,207,Tenant 349,7468472812,tenant349@example.com,2016-01-06 08:40:37.450706,11.0,6.0,8,49,Block of Flats,2017-07-05,Assured Shorthold,3,False,False,£15k–£25k,27,Domestic Abuse,False,None,Phone,2019-05-18,English,0,Block of Flats,C,False,False,4.0,3,4.0
350,283,Tenant 350,7865974442,tenant350@example.com,2021-09-01 08:40:37.450708,18.0,,6,47,Flat,2020-05-31,Secure,2,True,False,<£15k,26,General Needs,False,Partial,Text,2022-07-23,English,0,Flat,D,False,False,2.0,3,4.0
351,255,Tenant 351,7836928463,tenant351@example.com,2018-03-02 08:40:37.450711,22.0,,1,71,Flat,2024-03-29,Introductory,2,False,False,£15k–£25k,71,General Needs,False,None,Text,2024-12-31,English,0,Flat,C,False,False,0.0,3,4.0
352,413,Tenant 352,7785383997,tenant352@example.com,2015-05-12 08:40:37.450713,20.0,,6,29,Flat,2018-06-27,License,3,True,False,£40k+,44,General Needs,False,Partial,Phone,2023-02-12,English,0,Flat,F,False,False,0.0,2,3.2
353,5,Tenant 353,7610816782,tenant353@example.com,2016-08-17 08:40:37.450716,16.0,9.0,3,47,House,2019-05-09,Secure,1,False,False,£15k–£25k,51,General Needs,False,Full Housing Benefit,Text,2022-05-24,English,0,House,C,False,False,0.0,4,3.4
354,257,Tenant 354,7484933362,tenant354@example.com,2018-06-22 08:40:37.450719,20.0,,7,29,Flat,2016-05-27,Secure,1,False,False,<£15k,18,Overcrowded,False,Full Housing Benefit,Email,2021-02-03,English,0,Flat,F,False,False,0.0,1,3.9
355,449,Tenant 355,7422331737,tenant355@example.com,2022-04-03 08:40:37.450721,,,7,73,House,2019-04-04,Introductory,2,False,False,<£15k,49,Homeless,False,Partial,Post,2020-08-21,Polish,0,House,D,False,False,0.0,0,4.0
356,101,Tenant 356,7806108387,tenant356@example.com,2017-11-25 08:40:37.450724,11.0,6.0,7,49,Flat,2022-02-09,Assured Shorthold,2,False,True,£15k–£25k,84,General Needs,False,Partial,Phone,2023-06-09,English,0,Flat,B,False,False,0.0,0,3.8
357,227,Tenant 357,7294493146,tenant357@example.com,2020-11-12 08:40:37.450727,20.0,,5,29,Flat,2023-08-03,Secure,2,True,True,<£15k,37,Homeless,False,Full Housing Benefit,Post,2024-12-31,English,0,Flat,G,False,False,4.0,0,3.9
358,430,Tenant 358,7204800493,tenant358@example.com,2018-11-18 08:40:37.450731,,,4,73,Flat,2016-08-27,Secure,1,False,False,<£15k,52,General Needs,False,Partial,Text,2019-03-09,English,1,Flat,C,False,False,0.0,1,4.0
359,214,Tenant 359,7237378973,tenant359@example.com,2015-11-08 08:40:37.450734,17.0,10.0,7,25,House,2015-08-28,Secure,1,False,False,£25k–£40k,34,General Needs,False,Full Housing Benefit,Post,2019-07-12,Polish,0,House,C,False,False,0.0,3,3.3
360,172,Tenant 360,7377725308,tenant360@example.com,2016-01-11 08:40:37.450736,2.0,1.0,5,15,House,2021-11-22,Assured Shorthold,1,True,False,£15k–£25k,35,General Needs,True,Partial,Text,2024-10-11,English,0,House,B,False,False,0.0,1,4.6
361,99,Tenant 361,7967952618,tenant361@example.com,2017-11-22 08:40:37.450739,14.0,9.0,6,24,House,2019-11-05,Assured Shorthold,5,False,False,<£15k,62,Domestic Abuse,False,Full Housing Benefit,Text,2020-12-25,Bengali,3,House,B,False,False,5.0,3,4.1
362,293,Tenant 362,7919177195,tenant362@example.com,2022-02-09 08:40:37.450741,22.0,,1,71,Flat,2024-01-27,Secure,2,False,False,£40k+,70,General Needs,False,None,Email,2024-12-31,English,0,Flat,E,False,False,2.0,5,2.9
363,216,Tenant 363,7829835592,tenant363@example.com,2020-05-25 08:40:37.450744,5.0,3.0,5,78,Flat,2020-02-14,Assured Shorthold,2,False,False,<£15k,82,Move-on,True,Full Housing Benefit,Text,2020-09-20,Arabic,0,Flat,C,False,False,1.0,3,3.8
364,62,Tenant 364,7802693852,tenant364@example.com,2023-02-28 08:40:37.450746,17.0,10.0,7,25,Flat,2016-09-17,Assured Shorthold,3,False,False,£40k+,18,General Needs,False,Partial,Email,2018-03-05,Other,0,Flat,C,False,False,0.0,2,3.8
365,48,Tenant 365,7338642889,tenant365@example.com,2020-03-05 08:40:37.450749,4.0,2.0,7,51,Flat,2023-06-04,Secure,1,False,False,£15k–£25k,75,General Needs,False,Full Housing Benefit,Email,2024-12-31,Arabic,0,Flat,D,False,False,0.0,3,4.4
366,33,Tenant 366,7339796534,tenant366@example.com,2015-10-25 08:40:37.450751,15.0,9.0,4,23,Block of Flats,2020-12-13,Secure,4,False,False,£25k–£40k,43,Domestic Abuse,False,Full Housing Benefit,Email,2024-12-31,Somali,0,Block of Flats,C,False,False,2.0,3,4.0
367,268,Tenant 367,7429730298,tenant367@example.com,2019-06-12 08:40:37.450754,21.0,,8,74,Block of Flats,2022-04-12,Assured Shorthold,3,False,False,£15k–£25k,37,General Needs,False,Full Housing Benefit,Phone,2024-12-31,English,0,Block of Flats,D,False,False,5.0,2,2.9
368,328,Tenant 368,7946205663,tenant368@example.com,2020-06-11 08:40:37.450756,22.0,,7,71,House,2020-04-30,Introductory,1,False,False,£25k–£40k,27,General Needs,False,Partial,Phone,2024-05-01,English,0,House,D,False,False,1.0,1,4.3
369,201,Tenant 369,7499090969,tenant369@example.com,2021-03-28 08:40:37.450759,10.0,5.0,7,80,Flat,2019-04-04,Assured Shorthold,2,False,False,£40k+,76,Overcrowded,True,Partial,Text,2021-08-04,English,1,Flat,D,False,False,1.0,4,3.2
370,447,Tenant 370,7728751749,tenant370@example.com,2020-11-11 08:40:37.450761,,,3,73,Flat,2020-08-20,Assured Shorthold,4,False,False,<£15k,58,Homeless,False,Full Housing Benefit,Email,2023-04-05,English,0,Flat,G,False,False,1.0,4,3.6
371,28,Tenant 371,7597959181,tenant371@example.com,2022-11-03 08:40:37.450763,12.0,7.0,2,80,Flat,2021-05-04,Secure,4,False,False,£40k+,22,Homeless,False,Partial,Phone,2023-12-23,English,1,Flat,D,False,False,1.0,3,3.4
372,425,Tenant 372,7605234798,tenant372@example.com,2023-07-24 08:40:37.450766,18.0,,8,47,Flat,2021-03-05,Assured Shorthold,2,False,False,£15k–£25k,82,Homeless,True,None,Email,2024-05-18,English,1,Flat,B,False,False,3.0,2,3.8
373,231,Tenant 373,7781178315,tenant373@example.com,2017-08-13 08:40:37.450768,22.0,,6,71,Flat,2023-06-01,Assured Shorthold,3,False,False,£15k–£25k,34,Homeless,False,None,Post,2023-11-11,English,2,Flat,E,False,False,0.0,1,4.3
374,261,Tenant 374,7723106450,tenant374@example.com,2017-03-14 08:40:37.450771,22.0,,1,71,Flat,2022-10-05,Secure,1,False,False,£15k–£25k,39,General Needs,False,Full Housing Benefit,Post,2022-12-31,English,0,Flat,D,False,False,0.0,0,4.5
375,289,Tenant 375,7176467315,tenant375@example.com,2018-11-12 08:40:37.450773,22.0,,1,71,House,2016-01-05,Secure,5,False,False,£15k–£25k,58,Homeless,False,Partial,Post,2020-06-01,Bengali,0,House,C,False,False,4.0,2,3.3
376,163,Tenant 376,7308889819,tenant376@example.com,2018-07-20 08:40:37.450776,4.0,2.0,8,51,Flat,2017-01-08,Secure,1,False,False,<£15k,28,Overcrowded,False,Full Housing Benefit,Text,2018-12-23,English,0,Flat,D,False,False,1.0,4,4.0
377,426,Tenant 377,7228651382,tenant377@example.com,2016-07-11 08:40:37.450778,,,5,73,House,2023-04-03,Secure,4,False,False,£15k–£25k,73,General Needs,False,Full Housing Benefit,Email,2024-12-31,English,0,House,D,False,False,4.0,0,3.4
378,139,Tenant 378,7509814203,tenant378@example.com,2018-03-21 08:40:37.450784,14.0,9.0,7,24,House,2021-11-24,Secure,3,True,False,£15k–£25k,68,Homeless,False,None,Post,2022-06-14,Arabic,1,House,D,False,False,0.0,2,3.3
379,63,Tenant 379,7420357050,tenant379@example.com,2019-07-12 08:40:37.450787,1.0,1.0,5,66,Flat,2023-03-24,Secure,3,False,False,£25k–£40k,38,General Needs,False,Full Housing Benefit,Phone,2024-12-31,Other,2,Flat,E,False,False,3.0,5,3.9
380,136,Tenant 380,7158048598,tenant380@example.com,2022-06-21 08:40:37.450789,5.0,3.0,5,78,Flat,2015-01-28,Secure,2,False,False,£25k–£40k,43,Overcrowded,False,Partial,Post,2018-05-14,English,0,Flat,C,False,False,4.0,2,3.4
381,129,Tenant 381,7247494816,tenant381@example.com,2021-11-30 08:40:37.450792,11.0,6.0,4,49,Flat,2021-08-25,Secure,1,False,False,£15k–£25k,36,Homeless,False,Partial,Post,2021-12-12,Arabic,0,Flat,A,False,False,0.0,1,4.4
382,477,Tenant 382,7467938988,tenant382@example.com,2019-07-28 08:40:37.450794,,,1,73,Flat,2016-11-07,Introductory,1,False,False,£15k–£25k,77,General Needs,False,Partial,Post,2019-05-11,Other,1,Flat,C,False,False,1.0,1,4.5
383,9,Tenant 383,7711392447,tenant383@example.com,2019-01-11 08:40:37.450797,11.0,6.0,7,49,Flat,2019-11-16,Assured Shorthold,1,False,False,<£15k,64,General Needs,True,Partial,Text,2023-05-05,Other,2,Flat,D,False,False,0.0,3,3.5
384,327,Tenant 384,7253785761,tenant384@example.com,2020-08-12 08:40:37.450799,19.0,,3,47,Flat,2018-10-20,Assured Shorthold,1,False,True,<£15k,43,General Needs,False,Full Housing Benefit,Phone,2019-06-09,English,0,Flat,D,False,False,1.0,2,4.2
385,464,Tenant 385,7868443155,tenant385@example.com,2022-02-20 08:40:37.450805,,,1,73,Flat,2018-04-11,Introductory,3,True,True,<£15k,57,General Needs,False,Full Housing Benefit,Email,2020-06-12,English,2,Flat,D,False,False,1.0,1,3.3
386,65,Tenant 386,7936381727,tenant386@example.com,2023-04-03 08:40:37.450810,8.0,4.0,7,15,Flat,2015-02-07,Assured Shorthold,2,False,False,£15k–£25k,22,General Needs,False,Partial,Phone,2018-08-12,English,0,Flat,C,False,False,0.0,1,4.7
387,301,Tenant 387,7623535947,tenant387@example.com,2020-06-06 08:40:37.450815,21.0,,1,74,Block of Flats,2022-12-21,Secure,1,False,False,<£15k,38,Overcrowded,False,Full Housing Benefit,Email,2024-12-31,English,1,Block of Flats,B,False,False,0.0,2,3.2
388,15,Tenant 388,7777566277,tenant388@example.com,2022-03-06 08:40:37.450820,13.0,8.0,8,37,Flat,2017-09-15,Assured Shorthold,5,False,False,£40k+,21,Overcrowded,False,Full Housing Benefit,Text,2021-03-18,English,1,Flat,C,False,False,1.0,2,5.0
389,157,Tenant 389,7436525794,tenant389@example.com,2017-01-17 08:40:37.450824,13.0,8.0,7,37,Flat,2019-08-02,Assured Shorthold,4,False,False,£15k–£25k,40,General Needs,False,Full Housing Benefit,Text,2024-04-09,English,0,Flat,D,False,False,0.0,0,3.7
390,41,Tenant 390,7162291621,tenant390@example.com,2024-02-09 08:40:37.450827,9.0,5.0,3,103,Block of Flats,2015-04-30,Assured Shorthold,4,False,False,£15k–£25k,32,General Needs,False,Full Housing Benefit,Text,2019-09-01,Somali,1,Block of Flats,C,False,False,3.0,3,3.5
391,380,Tenant 391,7585388459,tenant391@example.com,2021-02-03 08:40:37.450829,20.0,,1,29,Flat,2018-10-31,Assured Shorthold,5,False,False,£15k–£25k,25,General Needs,True,Full Housing Benefit,Text,2022-12-03,English,0,Flat,C,False,False,0.0,3,3.9
392,469,Tenant 392,7324822604,tenant392@example.com,2015-08-17 08:40:37.450832,,,5,73,Flat,2023-11-23,Secure,1,False,False,<£15k,58,Domestic Abuse,False,Full Housing Benefit,Email,2024-12-31,Bengali,0,Flat,C,False,False,0.0,3,3.6
393,404,Tenant 393,7930584689,tenant393@example.com,2022-04-09 08:40:37.450836,18.0,,1,47,Flat,2015-05-06,Secure,2,False,False,£15k–£25k,36,Domestic Abuse,False,Partial,Post,2015-07-21,English,0,Flat,E,False,False,2.0,2,3.9
394,217,Tenant 394,7718774770,tenant394@example.com,2015-08-03 08:40:37.450839,5.0,3.0,4,78,House,2022-04-30,Secure,3,False,False,£15k–£25k,63,General Needs,False,Partial,Email,2024-12-31,English,1,House,C,False,False,0.0,1,4.7
395,280,Tenant 395,7270118413,tenant395@example.com,2018-09-02 08:40:37.450841,20.0,,2,29,House,2018-02-16,Assured Shorthold,3,False,True,£15k–£25k,45,Overcrowded,True,None,Phone,2021-11-05,Urdu,0,House,E,False,False,0.0,0,3.5
396,435,Tenant 396,7943113786,tenant396@example.com,2015-08-07 08:40:37.450844,,,4,73,House,2016-07-01,Assured Shorthold,1,False,False,£15k–£25k,32,General Needs,False,Full Housing Benefit,Text,2020-10-27,English,1,House,C,False,False,1.0,0,4.4
397,431,Tenant 397,7937252824,tenant397@example.com,2023-03-05 08:40:37.450848,,,1,73,House,2021-11-19,Secure,3,False,True,£40k+,54,General Needs,True,Full Housing Benefit,Text,2024-12-31,English,0,House,C,False,False,0.0,0,3.6
398,338,Tenant 398,7238948590,tenant398@example.com,2017-04-09 08:40:37.450850,19.0,,3,47,Flat,2020-05-23,License,1,False,True,£25k–£40k,18,Domestic Abuse,False,Full Housing Benefit,Phone,2024-05-30,Arabic,0,Flat,D,False,True,2.0,3,3.9
399,237,Tenant 399,7565694083,tenant399@example.com,2017-01-21 08:40:37.450853,22.0,,6,71,House,2023-04-10,Assured Shorthold,1,False,False,£15k–£25k,84,General Needs,False,Partial,Email,2024-12-31,English,2,House,C,False,False,0.0,1,4.4
400,208,Tenant 400,7561075177,tenant400@example.com,2019-08-21 08:40:37.450855,17.0,10.0,4,25,Flat,2016-02-11,Secure,2,False,False,£15k–£25k,41,General Needs,False,Partial,Post,2020-01-07,English,0,Flat,D,False,False,0.0,2,4.1
401,213,Tenant 401,7560662565,tenant401@example.com,2018-10-22 08:40:37.450858,6.0,4.0,5,8,Block of Flats,2022-04-12,Secure,2,False,False,£15k–£25k,44,Homeless,True,Full Housing Benefit,Post,2024-12-31,Arabic,0,Block of Flats,D,False,False,1.0,2,3.7
402,296,Tenant 402,7511582876,tenant402@example.com,2024-02-09 08:40:37.450860,18.0,,4,47,Flat,2022-09-16,Secure,2,False,False,<£15k,57,General Needs,False,None,Phone,2024-12-31,English,2,Flat,D,True,False,0.0,2,3.2
403,458,Tenant 403,7140507249,tenant403@example.com,2018-03-05 08:40:37.450863,,,8,73,House,2023-01-06,Secure,1,False,False,£15k–£25k,80,General Needs,False,Full Housing Benefit,Post,2024-11-21,Polish,2,House,D,False,False,0.0,2,4.0
404,252,Tenant 404,7314119421,tenant404@example.com,2015-12-20 08:40:37.450865,19.0,,1,47,Flat,2021-03-08,Secure,4,True,False,<£15k,78,General Needs,False,Partial,Email,2022-07-21,English,0,Flat,D,False,False,0.0,3,3.1
405,489,Tenant 405,7500614581,tenant405@example.com,2024-01-02 08:40:37.450869,,,1,73,Block of Flats,2015-12-20,Secure,2,False,True,£15k–£25k,53,Overcrowded,False,Partial,Email,2018-09-15,Somali,0,Block of Flats,F,False,False,0.0,0,3.2
406,487,Tenant 406,7445973716,tenant406@example.com,2015-09-03 08:40:37.450872,,,3,73,Flat,2024-06-19,Secure,1,False,False,£15k–£25k,41,General Needs,False,None,Phone,2024-12-31,English,0,Flat,B,False,False,1.0,1,4.2
407,304,Tenant 407,7994672466,tenant407@example.com,2018-03-16 08:40:37.450874,22.0,,6,71,Block of Flats,2015-08-19,Secure,4,False,False,<£15k,41,Domestic Abuse,True,Partial,Email,2019-06-02,Other,1,Block of Flats,D,False,False,1.0,2,3.5
408,351,Tenant 408,7304630191,tenant408@example.com,2023-12-17 08:40:37.450877,18.0,,4,47,House,2021-02-08,Introductory,5,False,False,£40k+,21,Homeless,False,None,Text,2023-03-15,Polish,0,House,D,False,False,0.0,4,3.9
409,270,Tenant 409,7826652789,tenant409@example.com,2024-02-12 08:40:37.450879,22.0,,3,71,House,2018-06-22,Secure,4,False,False,£40k+,84,General Needs,False,Full Housing Benefit,Phone,2020-09-12,English,0,House,C,False,False,0.0,3,4.4
410,202,Tenant 410,7772899961,tenant410@example.com,2015-12-08 08:40:37.450881,6.0,4.0,8,8,Flat,2017-08-07,Assured Shorthold,3,False,True,£25k–£40k,51,Homeless,True,None,Email,2020-04-30,English,0,Flat,C,False,False,0.0,2,4.2
411,162,Tenant 411,7367171793,tenant411@example.com,2021-08-16 08:40:37.450884,14.0,9.0,1,24,Block of Flats,2021-08-01,Assured Shorthold,3,False,False,£15k–£25k,74,Overcrowded,False,Full Housing Benefit,Phone,2022-08-23,Other,0,Block of Flats,D,False,False,0.0,2,4.1
412,44,Tenant 412,7844666527,tenant412@example.com,2020-04-19 08:40:37.450886,12.0,7.0,8,80,Flat,2015-01-30,License,2,True,False,£25k–£40k,66,General Needs,False,None,Post,2017-10-27,English,0,Flat,F,False,False,1.0,3,3.7
413,218,Tenant 413,7435106513,tenant413@example.com,2022-09-18 08:40:37.450889,2.0,1.0,5,15,House,2017-06-27,Secure,1,True,False,<£15k,70,General Needs,False,Partial,Email,2021-06-27,English,1,House,E,False,False,3.0,3,3.8
414,402,Tenant 414,7210282113,tenant414@example.com,2019-11-10 08:40:37.450891,22.0,,4,71,House,2018-08-20,Secure,2,False,False,£25k–£40k,40,General Needs,False,None,Text,2020-07-17,English,1,House,F,True,False,1.0,0,3.6
415,191,Tenant 415,7640453426,tenant415@example.com,2017-07-23 08:40:37.450894,12.0,7.0,7,80,Flat,2019-09-02,License,2,False,False,<£15k,70,General Needs,False,Partial,Email,2020-10-08,English,0,Flat,C,False,False,0.0,1,4.4
416,310,Tenant 416,7428688580,tenant416@example.com,2022-04-15 08:40:37.450896,22.0,,6,71,Flat,2021-08-10,Introductory,2,False,False,£25k–£40k,79,Domestic Abuse,False,Partial,Phone,2024-07-06,English,0,Flat,C,False,False,0.0,1,4.3
417,260,Tenant 417,7170101400,tenant417@example.com,2023-08-25 08:40:37.450900,22.0,,3,71,Flat,2018-02-20,Introductory,3,False,False,<£15k,58,Overcrowded,False,Partial,Phone,2021-05-10,English,0,Flat,C,False,False,0.0,3,4.1
418,106,Tenant 418,7420192227,tenant418@example.com,2020-11-24 08:40:37.450903,10.0,5.0,2,80,House,2015-02-23,Secure,2,False,False,£25k–£40k,74,Overcrowded,False,Partial,Email,2018-12-25,English,1,House,C,False,False,4.0,3,3.7
419,54,Tenant 419,7589547144,tenant419@example.com,2015-12-31 08:40:37.450906,16.0,9.0,4,47,Flat,2017-07-18,Secure,1,False,False,£40k+,77,General Needs,False,Full Housing Benefit,Text,2019-06-23,English,0,Flat,F,False,False,0.0,1,4.2
420,390,Tenant 420,7658655427,tenant420@example.com,2017-06-22 08:40:37.450909,19.0,,1,47,House,2023-09-08,Assured Shorthold,1,False,False,<£15k,71,General Needs,False,Full Housing Benefit,Text,2024-01-05,English,1,House,E,False,False,0.0,2,3.4
